Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Task arrival date_act6,Task arrival date_act7,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Actvity ID_act6,Actvity ID_act7,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task Executer_act6,Task Executer_act7,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task executer department_act6,Task executer department_act7,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Task Type_act6,Task Type_act7,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,Action_act6,Action_act7,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,idBPMApplicationAction_act6,idBPMApplicationAction_act7,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and execution_act6,Period between arrival and execution_act7,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Period between arrival and capture_act6,Period between arrival and capture_act7,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Cumulative Length of Process_act6,Cumulative Length of Process_act7,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Overdue Days_act6,Overdue Days_act7,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Role ID_act6,Role ID_act7,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Years in Org Position_act6,Years in Org Position_act7,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,Age_act6,Age_act7,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,idBPMRequirement_act6,idBPMRequirement_act7,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act8,Task arrival date_last_act8
2022-12-06 09:34:19.170,2022-12-06 09:34:24.373,2022-12-06 13:56:42.583,2022-12-06 14:11:06.170,2022-12-06 14:18:36.753,2022-12-07 10:31:35.287,2022-12-07 10:44:48.587,100,102,103,102,103,104,107,1178,Robot,10564,Robot,73,1178,1178,1178,Non identifiable,10564,Non identifiable,73,1178,1178,Initial Request,Execution,Execution,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,278,273,300,282,278,0,4,0,0,20,0,0,0,4,0,0,20,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,0,10,0,8,5,5,2,0,2,0,2,2,2,40,0,51,0,53,40,40,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,5,2,0,8,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,102,2022-12-07 10:51:23.807
2022-12-09 12:38:20.273,2022-12-09 12:38:20.963,2022-12-11 15:57:26.507,2022-12-12 13:36:21.170,2022-12-12 16:00:22.130,2022-12-13 10:46:07.933,2022-12-13 12:00:26.620,100,102,103,104,102,103,104,11011,4322,73,11011,Robot,73,11011,11011,4322,73,11011,Non identifiable,73,11011,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,51,21,2,18,1,1,0,51,21,2,18,1,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,21,8,6,0,8,6,5,0,2,5,0,2,5,51,57,53,51,0,53,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,5,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,102,2022-12-13 13:22:39.403
2023-01-09 11:22:59.840,2023-01-09 11:23:01.090,2023-01-09 13:01:48.733,2023-01-09 13:05:21.800,2023-01-09 13:44:44.173,2023-01-09 14:06:04.120,2023-01-09 14:19:48.623,100,102,103,104,102,103,104,7341,Robot,10606,7341,Robot,10606,7341,7341,Non identifiable,10606,7341,Non identifiable,10606,7341,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,0,11,5,0,11,5,2,0,1,2,0,1,2,60,0,49,60,0,49,60,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,2,5,2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,102,2023-01-09 14:56:37.537
2023-01-24 09:28:43.510,2023-01-24 09:28:44.807,2023-01-24 11:45:17.653,2023-01-24 13:34:50.567,2023-01-24 14:18:50.490,2023-01-24 14:33:30.033,2023-01-24 16:22:42.883,100,102,103,104,102,103,104,1934,4960,10925,1934,4960,73,1934,1934,4960,10925,1934,4960,73,1934,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,2,1,0,0,1,0,0,2,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,21,8,4,21,8,4,2,0,2,2,0,2,2,29,46,53,29,46,53,29,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,6,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,102,2023-01-24 16:25:55.640
2023-01-27 17:17:29.470,2023-01-27 17:17:33.220,2023-01-30 08:23:20.670,2023-01-30 11:43:55.113,2023-01-30 11:58:26.697,2023-01-30 12:06:55.073,2023-01-30 19:02:42.180,100,102,103,104,102,103,104,9439,4960,10925,9439,4960,10606,8004,9439,4960,10925,9439,4960,10606,8004,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,63,3,0,0,6,14,0,63,3,0,0,0,13,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,8,5,21,11,4,0,0,2,0,0,1,1,55,46,53,55,46,49,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,4,5,2,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,102,2023-01-31 09:17:21.113
2023-02-09 12:27:45.510,2023-02-09 12:27:46.103,2023-02-09 12:48:35.917,2023-02-09 12:57:23.390,2023-02-09 16:43:59.957,2023-02-09 16:48:09.710,2023-02-09 16:59:47.623,100,102,103,104,102,103,104,10475,Robot,7329,10475,Robot,7329,10475,10475,Non identifiable,7329,10475,Non identifiable,7329,10475,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,0,8,5,0,8,5,2,0,8,2,0,8,2,51,0,59,51,0,59,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,0,5,2,0,6,1,1,1,1,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,102,2023-02-09 17:39:47.357
2023-02-13 09:16:46.687,2023-02-13 09:16:48.530,2023-02-13 14:06:34.793,2023-02-13 16:47:45.173,2023-02-13 17:26:02.820,2023-02-13 17:31:25.520,2023-02-14 08:49:29.843,100,102,103,104,102,104,107,1001,Robot,8804,998,Robot,1001,1001,1001,Non identifiable,8804,998,Non identifiable,1001,1001,Initial Request,Execution,Execution,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,273,300,279,275,282,278,0,4,2,0,0,15,0,0,4,0,0,0,15,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,0,8,3,0,5,5,4,0,8,1,0,4,4,44,0,60,43,0,44,44,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,102,2023-02-14 08:51:23.807
2023-02-13 15:43:29.650,2023-02-13 15:43:30.790,2023-02-13 18:20:03.860,2023-02-14 10:25:03.253,2023-02-14 12:33:21.897,2023-02-14 14:53:45.693,2023-02-14 16:32:31.737,100,102,102,102,103,104,107,9088,Robot,Robot,Robot,10925,9088,9088,9088,Non identifiable,Non identifiable,Non identifiable,10925,9088,9088,Initial Request,Execution,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,290,273,300,282,278,0,2,16,2,2,1,2,0,2,16,1,2,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,0,0,0,8,5,5,2,0,0,0,2,2,2,53,0,0,0,53,53,53,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,1,4,3,0,7,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,102,2023-02-14 18:57:44.890
2023-03-13 08:55:38.717,2023-03-13 08:55:47.187,2023-03-13 16:08:50.950,2023-03-13 17:05:37.757,2023-03-13 17:28:07.090,2023-03-13 17:45:55.210,2023-03-14 10:01:45.930,100,105,101,105,106,105,101,1568,10272,1568,9083,Robot,10027,1568,1568,10272,1568,9083,Non identifiable,10027,1568,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,273,273,271,272,0,7,0,0,0,16,0,0,7,0,0,0,16,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,32,5,59,0,59,5,1,2,1,5,0,5,1,34,52,34,52,0,48,34,Non applicable,300,Non applicable,Non applicable,Non applicable,300,Non applicable,3,4,6,1,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,105,2023-03-14 10:41:12.240
2023-03-21 16:44:40.180,2023-03-21 16:44:40.647,2023-03-22 08:08:44.363,2023-03-22 08:27:01.990,2023-04-24 10:16:48.400,2023-04-24 10:20:36.057,2023-04-24 10:42:19.933,100,102,101,102,101,102,101,1927,4322,1927,4960,1927,4960,1927,1927,4322,1927,4960,1927,4960,1927,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,271,272,0,15,0,793,0,0,0,0,15,0,1,0,0,0,1,2,3,4,5,6,7,0,0,0,32,0,0,0,1,21,1,21,1,21,1,0,0,0,0,0,0,0,28,57,28,46,28,46,28,Non applicable,183,Non applicable,300,Non applicable,300,Non applicable,2,7,4,3,3,6,1,1,1,1,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,102,2023-04-24 10:59:26.020
2023-03-24 08:54:19.467,2023-03-24 08:54:20.217,2023-03-24 11:16:57.643,2023-03-24 12:36:29.313,2023-03-24 13:05:43.133,2023-03-24 13:08:31.303,2023-03-24 14:00:37.693,100,102,103,104,107,102,104,8858,4731,8804,8858,8858,4731,8858,8858,4731,8804,8858,8858,4731,8858,Initial Request,Execution,Execution,Execution,Final task,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,Non identifiable,Non identifiable,270,273,300,282,278,275,279,0,2,1,0,0,0,2,0,2,0,0,0,0,1,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,8,5,5,21,5,6,1,8,6,6,1,6,54,52,60,54,54,52,54,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,3,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,102,2023-03-24 16:53:36.430
2023-04-05 10:14:03.003,2023-04-05 10:14:03.677,2023-04-06 12:15:26.490,2023-04-06 12:32:25.390,2023-04-06 13:03:10.890,2023-04-24 13:58:35.680,2023-04-24 14:03:52.940,100,102,101,102,102,103,104,10863,4960,10863,4960,4960,7854,10863,10863,4960,10863,4960,4960,7854,10863,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,271,272,290,273,300,279,0,26,0,0,432,0,1,0,25,0,0,0,0,1,1,2,3,4,5,6,7,0,0,0,0,14,0,0,4,21,4,21,21,9,4,0,0,0,0,0,2,0,49,46,49,46,46,55,49,Non applicable,300,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,4,3,1,6,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,102,2023-04-24 15:51:15.270
2023-04-12 09:02:54.873,2023-04-12 09:03:05.967,2023-04-14 10:42:28.753,2023-04-14 11:27:10.760,2023-04-19 09:41:40.080,2023-04-20 10:59:23.127,2023-04-20 12:35:58.150,100,102,104,104,104,104,104,7730,4731,7730,7730,7730,7730,7730,7730,4731,7730,7730,7730,7730,7730,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Non identifiable,270,275,290,290,290,290,279,0,49,0,118,25,1,5,0,49,0,118,0,0,5,1,2,3,4,5,6,7,0,1,0,2,3,3,3,5,21,5,5,5,5,5,2,1,2,2,2,2,2,59,52,59,59,59,59,59,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,1,6,1,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-04-20 18:26:41.670
2023-04-26 13:43:02.530,2023-04-26 13:43:05.920,2023-04-27 13:56:09.233,2023-04-27 16:32:37.483,2023-04-27 16:37:16.903,2023-04-27 16:39:47.710,2023-04-27 16:48:24.783,100,102,101,102,101,102,101,9946,4960,9946,4960,9946,4960,9946,9946,4960,9946,4960,9946,4960,9946,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,271,272,0,24,2,0,0,0,0,0,24,2,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,21,5,21,5,5,0,5,0,5,0,5,50,46,50,46,50,46,50,Non applicable,331,Non applicable,331,Non applicable,300,Non applicable,2,7,4,3,3,6,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,102,2023-04-27 17:04:42.990
2023-05-09 13:41:05.873,2023-05-09 13:41:08.187,2023-05-09 17:22:28.097,2023-05-10 15:11:16.560,2023-05-10 15:21:29.577,2023-05-19 17:28:00.120,2023-05-22 05:41:47.013,100,102,102,103,104,102,102,6869,4731,4731,10606,1198,4322,4322,6869,4731,4731,10606,1198,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,273,300,279,290,290,0,3,21,0,218,60,5,0,0,0,0,213,59,5,1,2,3,4,5,6,7,0,0,0,0,8,0,0,5,21,21,11,6,21,21,5,1,1,1,3,0,0,60,52,52,49,39,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,3,4,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,102,2023-05-22 11:26:23.373
2023-05-10 15:21:31.013,2023-05-10 15:21:49.157,2023-05-11 05:52:39.380,2023-05-11 08:58:32.523,2023-05-11 11:36:16.213,2023-05-11 11:44:32.227,2023-05-11 12:06:55.030,100,102,101,102,102,102,102,9958,4322,9958,4960,4731,4960,4731,9958,4322,9958,4960,4731,4960,4731,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,271,272,290,290,290,290,0,14,3,2,0,0,0,0,14,2,2,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,21,21,21,21,6,0,6,0,1,0,1,48,57,48,46,52,46,52,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,2,5,1,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-05-11 12:29:06.133
2023-05-22 09:39:30.970,2023-05-22 09:39:37.610,2023-05-22 11:32:47.453,2023-05-23 09:36:39.033,2023-05-24 08:37:52.267,2023-05-24 09:07:03.953,2023-05-24 09:20:21.587,100,102,101,102,101,102,101,870,4960,870,4960,870,4960,870,870,4960,870,4960,870,4960,870,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,271,272,0,1,22,23,0,0,0,0,1,22,22,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,21,5,21,5,2,0,2,0,2,0,2,44,46,44,46,44,46,44,Non applicable,331,Non applicable,183,Non applicable,183,Non applicable,0,3,4,3,3,5,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,102,2023-05-24 09:42:42.833
2023-05-24 09:27:29.290,2023-05-24 09:27:35.223,2023-05-25 10:45:16.560,2023-05-25 13:01:36.460,2023-05-25 15:30:26.673,2023-05-25 15:48:44.603,2023-05-25 17:03:23.027,100,102,103,104,107,102,104,1719,4731,10606,1719,1719,4731,1719,1719,4731,10606,1719,1719,4731,1719,Initial Request,Execution,Execution,Execution,Final task,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task executed with success,Non identifiable,Non identifiable,Non identifiable,270,273,300,282,278,275,279,0,25,2,2,0,1,0,0,25,0,0,0,1,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,11,5,5,21,5,0,1,1,0,0,1,0,31,52,49,31,31,52,31,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,102,2023-05-25 17:10:54.143
2023-05-25 16:39:47.980,2023-05-25 16:39:49.590,2023-05-29 10:10:55.857,2023-06-13 15:14:12.420,2023-06-13 16:34:08.253,2023-06-13 17:35:10.990,2023-06-15 14:22:10.483,100,102,108,103,104,102,104,10589,4322,4322,10606,10589,4322,10589,10589,4322,4322,10606,10589,4322,10589,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,274,273,300,279,275,279,0,89,365,1,1,44,0,0,88,364,1,0,39,0,1,2,3,4,5,6,7,0,2,0,0,0,0,0,5,21,21,11,5,21,5,0,0,0,1,0,0,0,48,57,57,49,48,57,48,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,4,3,0,7,1,1,1,1,1,1,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,102,2023-06-15 15:21:16.807
2023-06-21 13:19:38.550,2023-06-21 13:19:39.753,2023-06-21 15:36:05.293,2023-06-21 19:39:48.537,2023-06-22 10:34:17.230,2023-06-22 10:38:59.013,2023-06-22 11:41:58.073,100,102,103,102,102,103,104,1853,4960,10606,4960,4322,10606,10475,1853,4960,10606,4960,4322,10606,10475,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,273,278,290,273,300,279,0,2,4,14,0,1,26,0,2,3,13,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,11,21,21,11,5,4,0,1,0,0,1,2,27,46,49,46,57,49,51,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,6,4,3,0,7,1,1,1,1,1,1,0,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,102,2023-06-23 13:53:36.260
2023-06-30 17:31:30.580,2023-06-30 17:31:31.237,2023-07-02 06:55:40.170,2023-07-02 16:07:52.547,2023-07-13 16:21:52.457,2023-07-13 23:20:45.617,2023-07-15 00:39:00.350,100,102,103,104,102,103,104,519,4322,10606,519,4322,8804,519,519,4322,10606,519,4322,8804,519,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,37,9,264,6,25,56,0,37,9,67,6,10,34,1,2,3,4,5,6,7,0,0,0,10,0,0,0,5,21,11,5,21,8,5,1,0,1,1,0,8,1,47,57,49,47,57,60,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,102,2023-07-17 09:36:15.643
2023-07-03 10:05:29.033,2023-07-03 10:05:29.940,2023-07-03 11:53:05.817,2023-07-03 12:00:11.320,2023-07-03 12:14:40.210,2023-07-03 14:05:21.550,2023-07-03 14:10:22.410,100,102,103,104,104,104,107,1395,4731,10606,606,1395,1395,1395,1395,4731,10606,606,1395,1395,1395,Initial Request,Execution,Execution,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task executed with success,Non identifiable,270,273,300,290,290,282,278,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,21,11,3,6,6,6,2,1,1,0,2,2,2,37,52,49,46,37,37,37,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,6,1,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,102,2023-07-03 14:18:59.287
2023-07-11 12:22:30.717,2023-07-11 12:22:31.653,2023-07-18 16:02:51.067,2023-07-24 13:27:27.390,2023-07-24 14:18:25.543,2023-07-25 13:33:46.073,2023-07-25 15:45:34.030,100,105,106,105,106,105,101,1760,10272,4322,10027,4322,10027,1760,1760,10272,4322,10027,4322,10027,1760,Initial Request,Execution,Execution,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,273,273,273,271,272,0,171,141,0,23,2,0,0,0,141,0,23,2,0,1,2,3,4,5,6,7,0,6,5,0,0,0,0,4,32,21,59,21,59,4,1,2,0,5,0,5,1,30,52,57,48,57,48,30,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,300,Non applicable,0,3,5,2,1,4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,105,2023-07-25 16:25:13.400
