Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Task arrival date_act6,Task arrival date_act7,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Actvity ID_act6,Actvity ID_act7,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task Executer_act6,Task Executer_act7,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task executer department_act6,Task executer department_act7,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Task Type_act6,Task Type_act7,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,Action_act6,Action_act7,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,idBPMApplicationAction_act6,idBPMApplicationAction_act7,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and execution_act6,Period between arrival and execution_act7,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Period between arrival and capture_act6,Period between arrival and capture_act7,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Cumulative Length of Process_act6,Cumulative Length of Process_act7,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Overdue Days_act6,Overdue Days_act7,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Role ID_act6,Role ID_act7,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Years in Org Position_act6,Years in Org Position_act7,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,Age_act6,Age_act7,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,idBPMRequirement_act6,idBPMRequirement_act7,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act8,Task arrival date_last_act8
2023-07-25 13:54:15.930,2023-07-25 13:54:17.213,2023-07-25 15:24:25.597,2023-07-26 00:02:47.060,2023-07-26 00:06:24.310,2023-07-31 16:11:57.350,2023-08-02 13:29:51.397,100,102,102,103,104,104,107,367,4960,4322,10606,367,367,367,367,4960,4322,10606,367,367,367,Initial Request,Execution,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task executed with success,Non identifiable,270,290,273,300,290,282,278,0,1,8,0,136,45,0,0,1,8,0,8,45,0,1,2,3,4,5,6,7,0,0,0,0,5,6,0,4,21,21,11,4,4,4,4,0,0,1,4,4,4,47,46,57,49,47,47,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,5,2,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,102,2023-08-02 13:33:39.350
2023-07-26 10:19:02.757,2023-07-26 10:19:03.350,2023-07-26 11:16:05.343,2023-07-26 16:25:42.460,2023-07-27 08:48:44.283,2023-07-27 17:38:50.473,2023-07-28 09:27:25.660,100,102,101,102,101,102,101,Robot,4960,Robot,4960,Robot,4960,Robot,Non identifiable,4960,Non identifiable,4960,Non identifiable,4960,Non identifiable,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,271,272,271,272,0,0,5,16,8,15,0,0,0,5,16,8,15,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0,46,0,46,0,46,0,Non applicable,183,Non applicable,183,Non applicable,183,Non applicable,3,3,0,7,3,6,1,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,102,2023-07-28 09:49:36.753
2023-08-04 15:32:11.687,2023-08-04 15:32:18.170,2023-08-05 23:42:40.540,2023-08-07 10:41:39.953,2023-08-08 23:59:44.053,2023-08-09 08:49:00.173,2023-08-12 21:21:29.943,100,102,104,102,104,102,104,2096,10606,2096,4322,2096,10606,2096,2096,10606,2096,4322,2096,10606,2096,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,275,279,275,279,275,279,0,32,34,37,8,84,35,0,32,34,9,8,5,35,1,2,3,4,5,6,7,0,0,0,0,0,3,0,4,11,4,21,4,11,4,1,1,1,0,1,1,1,27,49,27,57,27,49,27,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,6,1,0,6,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,102,2023-08-14 09:01:33.837
2023-08-07 16:30:26.763,2023-08-07 16:30:32.000,2023-08-08 09:23:41.087,2023-08-08 09:38:13.010,2023-08-08 10:12:44.363,2023-08-08 10:35:23.970,2023-08-08 15:06:20.520,100,102,104,107,102,102,104,9805,4960,9805,9805,4731,4960,9805,9805,4960,9805,9805,4731,4960,9805,Initial Request,Execution,Execution,Final task,Execution,Execution,Execution,Submit initial request,Non identifiable,Task executed with success,Non identifiable,Task returned to team,Non identifiable,Non identifiable,270,275,282,278,290,275,279,0,16,0,0,0,4,0,0,16,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,5,21,21,5,3,0,3,3,1,0,3,53,46,53,53,52,46,53,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,3,4,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2023-08-08 16:00:11.233
2023-09-06 12:12:03.987,2023-09-06 12:12:05.300,2023-09-06 15:39:39.043,2023-09-06 15:46:31.457,2023-09-06 18:08:58.510,2023-09-06 22:01:34.133,2023-09-06 22:05:22.330,100,102,103,104,102,103,104,519,4960,10606,519,4322,10606,519,519,4960,10606,519,4322,10606,519,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,300,279,273,300,279,0,3,0,2,3,0,11,0,3,0,1,3,0,11,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,11,5,21,11,5,1,0,1,1,0,1,1,47,46,49,47,57,49,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,102,2023-09-07 09:40:42.890
2023-09-07 13:40:03.100,2023-09-07 13:40:04.520,2023-09-07 17:09:08.670,2023-09-08 08:31:54.127,2023-09-08 16:40:06.330,2023-09-09 08:58:57.383,2023-09-13 13:12:31.300,100,102,101,102,103,104,107,8634,4960,8634,4960,10606,8634,8634,8634,4960,8634,4960,10606,8634,8634,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Final task,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,271,272,273,300,282,278,0,3,15,8,16,100,0,0,3,15,8,16,47,0,1,2,3,4,5,6,7,0,0,0,0,0,1,0,6,21,6,21,11,6,6,5,0,5,0,1,5,5,57,46,57,46,49,57,57,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,3,5,2,1,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,102,2023-09-13 13:32:21.933
2023-09-08 11:26:49.520,2023-09-08 11:26:51.067,2023-09-08 15:53:45.547,2023-09-08 16:57:36.787,2023-09-11 15:43:30.137,2023-09-13 10:47:54.810,2023-09-19 15:46:33.437,100,105,101,105,106,105,101,876,9083,876,9083,4322,9083,876,876,9083,876,9083,4322,9083,876,Initial Request,Execution,Requester response to rejection,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,271,272,273,273,271,272,0,4,1,70,43,148,1,0,4,0,70,42,29,0,1,2,3,4,5,6,7,0,0,0,0,1,5,0,5,59,5,59,21,59,5,3,5,3,5,0,5,3,41,52,41,52,57,52,41,Non applicable,300,Non applicable,Non applicable,Non applicable,300,Non applicable,1,4,6,1,2,7,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,105,2023-09-19 16:48:12.747
2023-09-12 17:18:18.507,2023-09-12 17:18:20.040,2023-09-13 08:45:13.740,2023-09-13 15:26:52.473,2023-09-13 15:28:35.607,2023-09-13 15:41:48.093,2023-09-14 14:59:36.317,100,102,102,102,103,104,107,10654,4322,4322,4322,10606,10654,10654,10654,4322,4322,4322,10606,10654,10654,Initial Request,Execution,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,290,273,300,282,278,0,15,6,0,0,23,0,0,15,0,0,0,1,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,21,21,11,5,5,1,0,0,0,1,1,1,49,57,57,57,49,49,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,2,7,4,3,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,102,2023-09-14 15:00:34.900
2023-09-18 10:13:53.400,2023-09-18 10:13:54.057,2023-09-18 11:26:57.440,2023-09-18 12:15:30.053,2023-09-18 12:20:20.233,2023-09-18 14:49:44.753,2023-09-18 22:01:28.527,100,102,102,101,102,102,104,1537,4731,4322,1537,4322,4322,1537,1537,4731,4322,1537,4322,4322,1537,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,270,290,271,272,290,275,279,0,1,0,0,2,7,62,0,1,0,0,2,7,61,1,2,3,4,5,6,7,0,0,0,0,0,0,1,5,21,21,5,21,21,5,5,1,0,5,0,0,5,34,52,57,34,57,57,34,Non applicable,Non applicable,300,Non applicable,Non applicable,Non applicable,Non applicable,3,7,3,4,1,6,1,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,102,2023-09-21 12:03:31.343
2023-10-06 16:11:15.593,2023-10-06 16:11:15.887,2023-10-06 16:32:20.193,2023-10-07 10:45:01.760,2023-10-07 10:47:42.737,2023-10-30 16:37:34.800,2023-10-30 16:48:00.410,100,102,102,103,104,102,104,2109,4731,10606,10606,2109,4322,2109,2109,4731,10606,10606,2109,4322,2109,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,273,300,279,275,279,0,0,18,0,557,0,0,0,0,18,0,557,0,0,1,2,3,4,5,6,7,0,0,0,0,21,0,0,4,21,11,11,4,21,4,0,1,1,1,0,0,0,27,52,49,49,27,57,27,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,7,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,102,2023-10-30 16:52:01.587
2023-10-09 09:52:47.343,2023-10-09 09:52:47.660,2023-10-09 15:10:32.047,2023-10-09 15:13:38.673,2023-10-10 11:55:52.103,2023-10-10 11:59:55.480,2023-10-10 13:15:44.150,100,102,104,102,102,102,102,1853,4731,1853,4731,4322,4322,4322,1853,4731,1853,4731,4322,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,275,279,290,290,290,290,0,5,0,20,0,1,0,0,4,0,20,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,21,21,21,21,4,1,4,1,0,0,0,27,52,27,52,57,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,7,2,5,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,102,2023-10-10 13:57:29.100
2023-10-23 14:43:12.553,2023-10-23 14:43:12.927,2023-10-23 14:56:18.643,2023-10-23 15:52:04.280,2023-10-23 17:08:56.027,2023-10-24 08:01:57.097,2023-10-24 09:59:36.853,100,102,102,102,102,104,102,870,4960,10606,4322,4322,870,3959,870,4960,10606,4322,4322,870,3959,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,290,290,275,279,290,0,0,0,1,14,1,0,0,0,0,1,0,1,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,11,21,21,5,21,2,0,1,0,0,2,1,44,46,49,57,57,44,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2023-10-24 10:06:25.387
2023-10-30 17:38:50.747,2023-10-30 17:38:51.023,2023-10-30 22:06:49.727,2023-10-31 08:45:55.023,2023-11-02 08:04:12.707,2023-11-02 12:07:11.960,2023-11-02 12:08:56.090,100,102,102,102,104,102,104,7738,4322,4731,4322,7738,10606,7738,7738,4322,4731,4322,7738,10606,7738,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,290,275,279,275,279,0,4,10,47,4,0,0,0,4,10,0,1,0,0,1,2,3,4,5,6,7,0,0,0,1,0,0,0,4,21,21,21,4,11,4,5,0,1,0,5,1,5,57,57,52,57,57,49,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,4,3,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0,2,0,1,102,2023-11-02 12:14:43.220
2023-11-13 13:00:48.673,2023-11-13 13:00:49.230,2023-11-13 13:12:22.793,2023-11-13 14:02:49.880,2023-11-13 14:36:50.543,2023-11-13 16:28:23.287,2023-11-13 16:30:44.190,100,102,102,103,104,102,102,8670,10606,4322,10606,8670,10606,4731,8670,10606,4322,10606,8670,10606,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,273,300,279,290,290,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,11,21,11,4,11,21,3,1,0,1,3,1,1,58,49,57,49,58,49,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,0,5,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,102,2023-11-13 16:35:07.817
2023-11-20 15:20:46.150,2023-11-20 15:20:46.380,2023-11-20 15:31:25.773,2023-11-20 15:41:18.007,2023-11-20 16:15:22.747,2023-11-20 16:15:35.607,2023-11-20 16:15:51.890,100,102,102,102,102,102,102,Robot,8548,4960,8548,8548,8548,11193,Non identifiable,8548,4960,8548,8548,8548,11193,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,32,21,32,32,32,32,0,1,0,1,1,1,1,0,58,46,58,58,58,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,5,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2023-11-20 16:17:07.723
2023-11-27 16:25:21.173,2023-11-27 16:25:22.513,2023-11-27 16:33:12.860,2023-11-28 08:32:50.330,2023-11-28 08:49:12.413,2023-11-28 09:09:43.253,2023-11-28 09:18:32.547,100,102,101,101,102,102,101,10842,4731,10842,10842,8548,4731,10842,10842,4731,10842,10842,8548,4731,10842,Initial Request,Execution,Requester response to rejection,Requester response to rejection,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Task returned to team,Non identifiable,Task returned to team,Non identifiable,Non identifiable,270,271,290,272,290,271,272,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,5,32,21,5,3,1,3,3,1,1,3,51,52,51,51,58,52,51,Non applicable,300,Non applicable,Non applicable,Non applicable,300,Non applicable,1,6,5,2,2,9,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,2,1,2,0,0,0,0,102,2023-11-28 10:07:34.710
2023-11-30 10:21:24.440,2023-11-30 10:21:24.750,2023-11-30 10:28:08.430,2023-11-30 10:41:58.167,2023-11-30 10:49:47.640,2023-11-30 11:22:46.197,2023-11-30 11:33:40.303,100,102,102,103,104,107,102,10863,4731,4731,10606,10128,10863,8548,10863,4731,4731,10606,10128,10863,8548,Initial Request,Execution,Execution,Execution,Execution,Final task,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,Task returned to team,270,290,273,300,282,278,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,21,21,11,3,4,32,0,1,1,1,1,0,1,49,52,52,49,53,49,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,102,2023-11-30 13:31:16.130
2023-12-04 17:28:15.190,2023-12-04 17:28:15.487,2023-12-05 08:49:26.603,2023-12-05 09:14:14.067,2023-12-05 09:20:04.450,2023-12-05 09:32:26.297,2023-12-05 09:52:10.823,100,102,104,102,101,102,101,224,4960,224,4960,224,4960,224,224,4960,224,4960,224,4960,224,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,275,279,271,272,271,272,0,15,0,0,0,0,7,0,15,0,0,0,0,7,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,21,6,21,6,21,6,4,0,4,0,4,0,4,47,46,47,46,47,46,47,Non applicable,Non applicable,Non applicable,183,Non applicable,183,Non applicable,0,7,4,3,2,6,1,1,1,1,1,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,102,2023-12-05 17:20:30.473
2023-12-05 10:28:41.283,2023-12-05 10:28:41.910,2023-12-05 10:47:46.823,2023-12-05 12:45:42.273,2023-12-05 17:00:56.070,2024-01-02 13:22:37.753,2024-01-02 13:29:45.077,100,102,103,104,104,102,101,652,8548,10606,652,652,3959,652,652,8548,10606,652,652,3959,652,Initial Request,Execution,Execution,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Non identifiable,270,273,300,290,279,271,272,0,0,1,4,668,0,3,0,0,1,2,668,0,1,1,2,3,4,5,6,7,0,0,0,0,27,0,0,4,32,11,4,4,21,4,6,1,1,6,6,1,6,45,58,49,45,45,55,45,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,183,Non applicable,0,6,6,1,1,7,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,102,2024-01-02 16:34:29.787
2023-12-06 14:45:29.960,2023-12-06 14:45:30.387,2023-12-06 14:56:29.310,2023-12-06 15:07:49.410,2023-12-06 15:26:55.883,2023-12-07 15:55:34.913,2023-12-08 13:55:07.620,100,102,102,102,102,102,102,10731,4731,8548,10606,4731,10606,4322,10731,4731,8548,10606,4731,10606,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,24,21,4,0,0,0,0,24,21,2,1,2,3,4,5,6,7,0,0,0,0,0,1,1,5,21,32,11,21,11,21,0,1,1,1,1,1,0,50,52,58,49,52,49,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,4,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-12-08 18:27:45.733
2023-12-06 17:30:40.293,2023-12-06 17:30:40.640,2023-12-06 17:31:36.733,2023-12-06 22:57:46.010,2023-12-07 09:07:57.813,2023-12-07 09:22:44.120,2023-12-07 09:50:55.180,100,102,102,102,101,102,102,1934,8548,10606,4731,1934,8548,10606,1934,8548,10606,4731,1934,8548,10606,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,290,271,272,290,290,0,0,5,10,0,0,0,0,0,5,10,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,32,11,21,4,32,11,2,1,1,1,2,1,1,29,58,49,52,29,58,49,Non applicable,Non applicable,Non applicable,300,Non applicable,Non applicable,Non applicable,0,5,6,1,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,102,2023-12-07 10:08:32.980
2023-12-12 09:26:16.200,2023-12-12 09:26:16.513,2023-12-12 10:02:38.840,2023-12-12 10:27:39.940,2023-12-12 10:29:49.277,2023-12-12 10:33:23.050,2023-12-12 12:34:59.737,100,102,102,102,102,102,102,9973,8548,4731,4960,4731,4731,4731,9973,8548,4731,4960,4731,4731,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,32,21,21,21,21,21,4,1,1,0,1,1,1,51,58,52,46,52,52,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,2,5,0,9,1,1,1,1,1,0,0,1,1,1,1,0,2,1,0,1,0,1,2,0,0,0,1,102,2023-12-12 12:36:19.247
2023-12-12 09:58:20.237,2023-12-12 09:58:20.503,2023-12-12 10:27:01.333,2023-12-12 11:22:58.090,2023-12-14 18:57:44.487,2023-12-15 11:32:17.210,2023-12-15 11:33:25.507,100,102,102,102,104,107,102,10260,8548,4960,4322,10260,10260,6266,10260,8548,4960,4322,10260,10260,6266,Initial Request,Execution,Execution,Execution,Execution,Final task,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Task executed with success,Non identifiable,Task returned to team,270,290,290,275,282,278,290,0,0,0,55,16,0,0,0,0,0,53,16,0,0,1,2,3,4,5,6,7,0,0,0,2,0,0,0,5,32,21,21,5,5,21,2,1,0,0,2,2,1,50,58,46,57,50,50,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,3,0,7,1,1,1,1,1,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,102,2023-12-15 11:38:33.930
2023-12-13 10:17:50.640,2023-12-13 10:17:50.977,2023-12-13 10:35:35.377,2023-12-13 11:27:09.913,2023-12-13 13:35:01.933,2023-12-13 14:14:59.950,2023-12-13 14:16:34.477,100,102,102,103,104,107,102,1537,8548,4731,10606,1537,1537,3959,1537,8548,4731,10606,1537,1537,3959,Initial Request,Execution,Execution,Execution,Execution,Final task,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,Task returned to team,270,290,273,300,282,278,290,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,32,21,11,5,5,21,5,1,1,1,5,5,1,34,58,52,49,34,34,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,5,2,0,7,1,1,1,1,1,1,0,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,102,2023-12-13 14:42:37.413
