Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Task arrival date_act6,Task arrival date_act7,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Actvity ID_act6,Actvity ID_act7,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task Executer_act6,Task Executer_act7,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task executer department_act6,Task executer department_act7,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Task Type_act6,Task Type_act7,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,Action_act6,Action_act7,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,idBPMApplicationAction_act6,idBPMApplicationAction_act7,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and execution_act6,Period between arrival and execution_act7,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Period between arrival and capture_act6,Period between arrival and capture_act7,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Cumulative Length of Process_act6,Cumulative Length of Process_act7,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Overdue Days_act6,Overdue Days_act7,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Role ID_act6,Role ID_act7,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Years in Org Position_act6,Years in Org Position_act7,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,Age_act6,Age_act7,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,idBPMRequirement_act6,idBPMRequirement_act7,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act8,Task arrival date_last_act8
2023-12-15 14:35:52.677,2023-12-15 14:35:52.960,2023-12-15 14:42:58.730,2023-12-15 14:44:46.617,2023-12-15 14:51:06.697,2023-12-15 14:56:11.343,2023-12-15 14:57:15.607,100,102,102,102,102,102,102,165,6266,8548,4960,10606,4960,3959,165,6266,8548,4960,10606,4960,3959,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,21,32,21,11,21,21,1,1,1,0,1,0,1,48,34,58,46,49,46,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,3,4,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,0,1,1,2,0,0,0,0,102,2023-12-15 15:04:51.597
2023-12-18 12:11:10.540,2023-12-18 12:11:10.780,2023-12-18 13:29:35.410,2023-12-18 13:34:43.503,2023-12-18 14:42:02.707,2023-12-18 14:43:55.430,2023-12-18 14:45:40.550,100,102,102,101,102,101,102,7941,8548,4960,7941,11193,7941,11193,7941,8548,4960,7941,11193,7941,11193,Initial Request,Execution,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,271,272,271,272,301,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,32,21,5,32,5,32,1,1,0,1,1,1,1,58,58,46,58,49,58,49,Non applicable,Non applicable,300,Non applicable,183,Non applicable,Non applicable,1,3,6,1,2,6,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,102,2023-12-18 14:49:55.670
2023-12-18 13:50:26.987,2023-12-18 13:50:27.243,2023-12-18 15:34:02.097,2023-12-18 15:51:12.733,2023-12-19 13:27:04.593,2023-12-19 16:27:57.830,2023-12-19 16:38:34.830,100,105,106,105,101,105,101,9587,9083,4731,9083,9587,9083,9587,9587,9083,4731,9083,9587,9083,9587,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,273,273,271,272,271,272,0,1,0,21,3,0,0,0,1,0,0,2,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,59,21,59,5,59,5,4,5,1,5,4,5,4,54,52,52,52,54,52,54,Non applicable,Non applicable,Non applicable,300,Non applicable,300,Non applicable,1,1,6,1,2,4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,105,2023-12-19 16:50:29.167
2023-12-18 15:02:30.497,2023-12-18 15:02:30.797,2023-12-18 15:04:45.417,2023-12-18 15:22:52.597,2023-12-18 15:25:10.670,2023-12-18 15:32:03.693,2023-12-18 15:59:18.683,100,102,102,101,102,102,101,10899,3959,4960,10899,8548,4960,10899,10899,3959,4960,10899,8548,4960,10899,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Requester response to rejection,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,270,290,271,272,290,271,272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,21,5,32,21,5,2,1,0,2,1,0,2,50,55,46,50,58,46,50,Non applicable,Non applicable,300,Non applicable,Non applicable,183,Non applicable,3,3,4,3,2,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,102,2023-12-18 17:25:31.837
2023-12-19 15:11:28.240,2023-12-19 15:11:28.483,2023-12-19 15:21:33.563,2023-12-19 15:48:24.987,2023-12-19 16:04:07.913,2023-12-19 16:08:08.250,2023-12-19 16:09:35.310,100,102,102,101,102,102,102,9287,8548,4731,9287,8548,3959,3959,9287,8548,4731,9287,8548,3959,3959,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,290,271,272,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,32,21,6,32,21,21,2,1,1,2,1,1,1,59,58,52,59,58,55,55,Non applicable,Non applicable,331,Non applicable,Non applicable,Non applicable,Non applicable,1,3,4,3,1,9,1,1,1,1,1,0,0,1,1,1,1,4,0,0,0,0,1,1,2,0,0,0,0,102,2023-12-19 16:11:20.980
2023-12-22 16:27:00.473,2023-12-22 16:27:02.770,2023-12-22 16:29:11.430,2023-12-22 16:35:47.140,2023-12-22 16:55:24.123,2023-12-22 17:35:54.040,2023-12-24 11:04:50.877,100,102,102,102,102,102,102,10630,8548,4731,3959,10606,4322,4731,10630,8548,4731,3959,10606,4322,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,0,41,45,0,0,0,0,0,41,45,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,32,21,21,11,21,21,3,1,1,1,1,0,1,51,58,52,55,49,57,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,4,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2023-12-26 08:42:32.397
2024-01-02 08:48:06.993,2024-01-02 08:48:07.227,2024-01-02 08:58:11.503,2024-01-02 09:48:43.720,2024-01-02 09:49:34.743,2024-01-02 10:47:59.430,2024-01-03 08:45:54.100,100,102,104,102,102,104,102,784,4731,784,3959,4731,784,8548,784,4731,784,3959,4731,784,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,275,279,290,275,279,290,0,0,0,0,0,21,0,0,0,0,0,0,21,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,21,6,21,21,6,32,10,1,10,1,1,10,1,43,52,43,55,52,43,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,4,3,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2024-01-03 08:52:00.130
2024-01-08 16:29:18.110,2024-01-08 16:29:18.350,2024-01-08 16:33:51.170,2024-01-08 16:35:01.547,2024-01-09 11:23:07.340,2024-01-09 12:51:50.310,2024-01-13 18:11:02.913,100,102,102,102,102,102,102,358,11193,3959,4960,4731,4322,4322,358,11193,3959,4960,4731,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Non identifiable,270,290,290,290,290,290,301,0,0,0,18,1,101,37,0,0,0,18,1,100,0,1,2,3,4,5,6,7,0,0,0,0,0,4,5,5,32,21,21,21,21,21,10,1,1,0,1,0,0,48,49,55,46,52,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,2,5,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2024-01-15 08:09:24.980
2024-01-10 09:59:02.407,2024-01-10 09:59:02.907,2024-01-10 10:00:46.690,2024-01-10 13:12:11.547,2024-01-10 14:24:25.143,2024-01-10 16:56:22.010,2024-01-13 11:06:44.037,100,102,102,102,102,102,102,1671,8548,4960,4731,10606,4322,4322,1671,8548,4960,4731,10606,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,3,1,2,66,45,0,0,3,1,2,66,0,1,2,3,4,5,6,7,0,0,0,0,0,2,4,4,32,21,21,11,21,21,1,1,0,1,1,0,0,29,58,46,52,49,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2024-01-15 08:37:59.720
2024-01-11 16:13:56.410,2024-01-11 16:13:56.737,2024-01-11 16:28:55.703,2024-01-11 16:35:09.200,2024-01-11 21:34:39.540,2024-01-12 09:06:09.890,2024-01-13 10:52:34.343,100,102,102,102,102,102,102,9983,8548,4731,10606,3959,4322,4322,9983,8548,4731,10606,3959,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,4,11,25,45,0,0,0,4,11,25,0,1,2,3,4,5,6,7,0,0,0,0,0,0,2,4,32,21,11,21,21,21,1,1,1,1,1,0,0,51,58,52,49,55,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,3,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2024-01-15 08:34:59.247
2024-01-11 16:24:13.993,2024-01-11 16:24:15.090,2024-01-11 16:38:22.287,2024-01-11 21:35:02.083,2024-01-12 08:42:21.157,2024-01-12 09:03:39.070,2024-01-14 17:25:21.420,100,102,102,102,102,102,102,8641,4731,10606,4731,3959,4322,4322,8641,4731,10606,4731,3959,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,4,11,0,56,15,0,0,4,11,0,56,0,1,2,3,4,5,6,7,0,0,0,0,0,2,2,5,21,11,21,21,21,21,2,1,1,1,1,0,0,59,52,49,52,55,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,6,2,5,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,0,1,1,2,0,0,0,0,102,2024-01-15 08:37:13.520
2024-01-11 16:51:42.447,2024-01-11 16:51:42.697,2024-01-11 17:04:47.410,2024-01-11 22:00:01.550,2024-01-12 08:41:34.497,2024-01-12 08:49:47.610,2024-01-12 11:39:11.763,100,102,102,102,102,104,102,1251,8548,10606,4731,4960,1251,8548,1251,8548,10606,4731,4960,1251,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,290,290,275,279,290,0,0,4,10,0,2,0,0,0,4,10,0,2,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,32,11,21,21,6,32,3,1,1,1,0,3,1,40,58,49,52,46,40,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,5,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2024-01-12 12:04:34.137
2024-01-11 16:51:55.857,2024-01-11 16:51:56.620,2024-01-11 17:03:48.077,2024-01-11 17:27:25.277,2024-01-11 17:41:50.207,2024-01-12 09:22:54.940,2024-01-12 09:46:57.577,100,102,101,102,101,102,102,9911,3959,9911,3959,9911,3959,10606,9911,3959,9911,3959,9911,3959,10606,Initial Request,Execution,Requester response to rejection,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,271,272,271,272,290,290,0,0,0,0,15,0,0,0,0,0,0,15,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,21,5,21,11,2,1,2,1,2,1,1,46,55,46,55,46,55,49,Non applicable,183,Non applicable,183,Non applicable,Non applicable,Non applicable,0,7,4,3,2,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,102,2024-01-12 10:07:33.920
2024-01-12 09:05:42.257,2024-01-12 09:05:42.473,2024-01-12 09:07:11.210,2024-01-12 09:19:09.530,2024-01-12 14:05:40.577,2024-01-15 10:00:16.537,2024-01-15 10:01:18.020,100,102,102,102,102,102,102,10366,3959,4731,8548,8548,8548,8548,10366,3959,4731,8548,8548,8548,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,4,67,0,6,0,0,0,4,3,0,6,1,2,3,4,5,6,7,0,0,0,0,2,2,3,4,21,21,32,32,32,32,0,1,1,1,1,1,1,51,55,52,58,58,58,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,2,5,2,0,9,1,1,1,1,1,0,0,1,1,1,1,3,1,0,0,0,1,1,2,0,0,0,0,102,2024-01-15 16:39:44.980
2024-01-12 10:32:06.853,2024-01-12 10:32:07.390,2024-01-12 10:35:51.880,2024-01-12 11:18:46.890,2024-01-12 11:39:54.890,2024-01-12 12:41:50.713,2024-01-14 12:16:08.613,100,102,102,102,102,102,102,1234,4731,10606,4731,4731,4322,4322,1234,4731,10606,4731,4731,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,1,47,20,0,0,0,0,1,47,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,11,21,21,21,21,1,1,1,1,1,0,0,37,52,49,52,52,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,7,2,5,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2024-01-15 08:34:27.450
2024-01-15 11:14:26.430,2024-01-15 11:14:26.797,2024-01-15 12:32:07.767,2024-01-15 12:34:52.860,2024-01-15 13:05:34.867,2024-01-15 14:23:40.163,2024-01-15 16:26:52.977,100,102,101,102,102,101,102,2241,4731,2241,4960,4731,2241,8548,2241,4731,2241,4960,4731,2241,8548,Initial Request,Execution,Requester response to rejection,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,271,272,290,271,272,290,0,1,0,0,1,2,0,0,1,0,0,0,2,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,21,4,21,21,4,32,1,1,1,0,1,1,1,26,52,26,46,52,26,58,Non applicable,300,Non applicable,Non applicable,300,Non applicable,Non applicable,3,3,4,3,2,6,1,1,1,1,1,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,102,2024-01-15 16:37:42.363
2024-01-24 14:10:07.903,2024-01-24 14:10:08.300,2024-01-24 14:27:23.320,2024-01-24 14:41:03.773,2024-01-24 14:42:59.313,2024-01-24 14:44:36.297,2024-01-24 14:47:37.350,100,102,102,101,101,102,102,8281,8548,4960,8281,8281,8548,6266,8281,8548,4960,8281,8281,8548,6266,Initial Request,Execution,Execution,Requester response to rejection,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Task returned to team,Non identifiable,Task returned to team,Task returned to team,270,290,271,290,272,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,32,21,5,5,32,21,1,1,0,1,1,1,1,58,58,46,58,58,58,34,Non applicable,Non applicable,183,Non applicable,Non applicable,Non applicable,Non applicable,1,1,5,2,1,9,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,1,1,0,0,2,0,1,102,2024-01-24 14:48:21.443
2024-01-25 13:01:08.520,2024-01-25 13:01:09.470,2024-01-25 13:16:03.160,2024-01-25 13:50:12.690,2024-01-25 14:01:42.283,2024-01-25 14:13:10.190,2024-01-25 15:13:32.620,100,102,102,102,102,102,102,10589,3959,4960,6266,10606,4960,4960,10589,3959,4960,6266,10606,4960,4960,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,21,21,11,21,21,0,1,0,1,1,0,0,48,55,46,34,49,46,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,2,5,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2024-01-25 16:18:31.143
2024-01-31 10:04:11.507,2024-01-31 10:04:12.030,2024-01-31 11:10:07.220,2024-01-31 11:34:24.800,2024-02-02 17:24:30.700,2024-02-02 17:25:13.893,2024-02-02 17:28:08.080,100,102,103,104,102,102,102,9393,4731,10606,9393,6266,3959,4322,9393,4731,10606,9393,6266,3959,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Task returned to team,Task returned to team,270,273,300,279,290,290,290,0,1,0,53,0,0,42,0,0,0,53,0,0,42,1,2,3,4,5,6,7,0,0,0,1,0,0,0,5,21,11,5,21,21,21,6,1,1,6,1,1,0,59,52,49,59,34,55,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,3,4,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,102,2024-02-04 11:57:29.523
2024-02-01 09:37:07.737,2024-02-01 09:37:08.220,2024-02-01 09:43:18.307,2024-02-01 09:48:40.217,2024-02-01 09:53:19.517,2024-02-01 09:56:29.270,2024-02-01 10:00:15.590,100,102,102,102,101,102,102,10823,8548,3959,4731,10823,6266,3959,10823,8548,3959,4731,10823,6266,3959,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,290,271,272,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,4,32,21,21,4,21,21,5,1,1,1,5,1,1,49,58,55,52,49,34,55,Non applicable,Non applicable,Non applicable,300,Non applicable,Non applicable,Non applicable,3,5,3,4,1,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,102,2024-02-01 10:19:32.050
2024-02-08 08:50:58.553,2024-02-08 08:50:58.780,2024-02-08 08:57:11.050,2024-02-08 08:58:56.990,2024-02-08 11:01:32.947,2024-02-08 11:08:45.037,2024-02-08 11:20:15.973,100,102,102,102,102,104,102,10121,8548,6266,3959,4960,10121,6266,10121,8548,6266,3959,4960,10121,6266,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,290,290,290,275,279,290,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,6,32,21,21,21,6,21,3,1,1,1,0,3,1,53,58,34,55,46,53,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,2,3,4,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2024-02-08 11:21:05.603
2024-02-20 11:28:00.817,2024-02-20 11:28:01.090,2024-02-20 11:29:44.883,2024-02-20 11:39:26.420,2024-02-20 11:50:55.730,2024-02-20 13:19:30.527,2024-02-20 13:25:45.897,100,102,102,102,101,102,102,394,6266,11193,4731,394,10606,6266,394,6266,11193,4731,394,10606,6266,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,290,271,272,290,290,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,32,21,5,11,21,2,1,1,1,2,1,1,44,34,49,52,44,49,34,Non applicable,Non applicable,Non applicable,300,Non applicable,Non applicable,Non applicable,3,5,4,3,1,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,102,2024-02-20 13:52:09.710
2024-02-23 09:01:48.383,2024-02-23 09:01:48.760,2024-02-23 10:56:32.487,2024-02-23 11:05:43.647,2024-02-23 17:01:37.467,2024-02-24 14:29:52.660,2024-02-26 08:14:58.757,100,102,102,102,102,102,102,2424,4731,4960,6266,4322,4322,10606,2424,4731,4960,6266,4322,4322,10606,Initial Request,Execution,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,290,0,1,0,5,21,41,6,0,1,0,5,20,0,6,1,2,3,4,5,6,7,0,0,0,0,0,2,2,22,21,21,21,21,21,11,0,1,0,1,0,0,1,31,52,46,34,57,57,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,2,5,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2024-02-26 14:48:40.080
2024-03-20 10:07:24.040,2024-03-20 10:07:24.560,2024-03-20 10:27:56.707,2024-03-20 10:30:07.893,2024-03-20 10:35:05.390,2024-03-20 10:42:08.513,2024-03-20 10:49:10.830,100,102,101,102,102,101,102,9296,4960,9296,4731,4960,9296,8548,9296,4960,9296,4731,4960,9296,8548,Initial Request,Execution,Requester response to rejection,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,Task returned to team,270,271,272,290,271,272,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,5,21,5,21,21,5,32,3,0,3,1,0,3,1,50,46,50,52,46,50,58,Non applicable,183,Non applicable,Non applicable,300,Non applicable,Non applicable,0,6,4,3,2,5,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,102,2024-03-20 11:01:23.810
